Spelling,MS_form,Morpheme,Text_ID,Year,County
quh,quhill,while{ut},341,1459,AGS
quh,quhill,while{ut},220,1435,FIF
quh,quhill,while{ut},233,1438,FIF
quh,quhill,while{ut},1618,1442,ABD
quh,quhill,while{ut},1640,1445,ABD
quh,quhill,while{ut},1679,1448,ABD
quh,quhill,while{ut},1769,1459,ABD
quh,quhill,while{ut},1774,1460,ABD
quh,quhill,while{ut},9510,1471,XAP
quh,quhil,while{ut},756,1463,XST
quh,quhil,while{ut},415,1487,AYR
quh,quhil,while{ut},349,1486,AGS
quh,quhil,while{ut},491,1495,AGS
quh,quhil,while{ut},492,1495,AGS
quh,quhil,while{ut},354,1465,DNB
quh,quhil,while{ut},99,1469,PTH
quh,quhil,while{ut},48,1450,PBL
quh,quhil,while{ut},1612,1439,ABD
quh,quhil,while{ut},1766,1459,ABD
quh,quhil,while{ut},1034,1435,AYR
quh,quhil,while{ut},1044,1437,AYR
quh,quhil,while{ut},1131,1456,AYR
quh,quhil,while{ut},9502,1469,XAP
quh,quhil,while{ut},9503,1469,XAP
quh,quhil,while{ut},9512,1481,XAP
quh,quhil,while{ut},9512,1481,XAP
quh,quhill~,while{ut},71,1401,ELO
quh,quhill~,while{ut},1776,1460,ABD
qwh,qwhyll,while{ut},1557,1477,PBL
qwy,qwyll,while{ut},1004,1431,AYR
qw,qwill,while{ut},86,1407,BWK
qw,qwil,while{ut},714,1408,BNF
quh,quhile,while{ut},1650,1446,ABD
quh,quhile,while{ut},1689,1449,ABD
quh,quhille,while{ut},1754,1457,ABD
quh,quhyllat,while{ut},964,1498,FIF
qwh,theqwhilest±that,while,125,1398,XDI
quh,quhil,while{ut},829,1495,MLO
quh,quhil,while{ut},322,1434,AGS
quh,quhil,while{ut},329,1456,AGS
quh,quhil,while{ut},329,1456,AGS
quh,quhil,while{ut},345,1479,AGS
quh,quhil,while{ut},345,1479,AGS
quh,quhill,while{ut},340,1458,AGS
quh,quhil,while{ut},415,1487,AYR
quh,aquhilis,while,474,1464,WLO
qw,aqwilast,while,40,1426,AYR
quh,ofquhilaste,while{ut},858,1454,MLO
quh,aquhilis±that,while{ut},271,1475,MLO
qvh,qvhilleȝ±y^t,while{ut},840,1399,ROX
qwh,qwhiles±that,while,125,1398,XDI
qw,qwylkys,while{ut},481,1389,XLC
qw,qwyllys~,while{ut},461,1407,XLC
quh,quhillys,while{ut},325,1395,AGS
quh,quhilom,whilom,36,1447,ELO
quh,quhilum,whilom,74,1408,STG
quh,quhilum,whilom,143,1466,DNB
quh,quhilu(m),whilom,442,1433,BWK
quh,quhilu(m),whilom,952,1430,PBL
quh,quhilu(m),whilom,22,1460,XLC
quh,quhilu(m),whilom,365,1436,ABD
quh,quhilu(m),whilom,161,1455,PTH
quh,quhilu(m),whilom,229,1437,FIF
quh,quhilu(m),whilom,230,1437,FIF
quh,quhilu(m),whilom,1648,1446,ABD
quh,quhilu(m),whilom,1656,1446,ABD
quh,quhilu(m),whilom,1656,1446,ABD
quh,quhilu(m),whilom,1670,1447,ABD
quh,quhilu(m),whilom,1680,1448,ABD
quh,quhilu(m),whilom,1693,1450,ABD
quh,quhilu(m),whilom,1693,1450,ABD
quh,quhilu(m),whilom,1720,1454,ABD
qwh,qwhilu(m),whilom,1081,1448,AYR
qwh,qwhilu(m),whilom,1092,1450,AYR
qwh,qwhilu(m),whilom,1108,1453,AYR
qwh,qwhilu(m),whilom,1117,1453,AYR
qwh,qwhilu(m),whilom,1117,1453,AYR
qwh,qwhilu(m),whilom,1125,1455,AYR
qwh,qwhilu(m),whilom,1125,1455,AYR
qwh,qwhilu(m),whilom,1125,1455,AYR
qwh,qwhilu(m),whilom,1129,1456,AYR
qwh,qwhilu(m),whilom,1133,1457,AYR
qwh,qwhilu(m),whilom,1135,1457,AYR
qwh,qwhilu(m),whilom,1135,1457,AYR
qwh,qwhylu(m),whilom,59,1408,MLO
qu,quylu(m),whilom,484,1455,WGT
qw,qwilu(m),whilom,444,1433,BWK
wh,whilum,whilom,93,1384,FIF
qvh,"""qvhilom""""""",whilom,840,1399,ROX
qwh,qwhilom,whilom,111,1405,DNB
qwh,qwhilom,whilom,144,1389,MLO
quh,quhliu,whilom,1123,1454,AYR
qwh,qwhile,whilom,1133,1457,AYR
qwh,qwhylome,whilom,169,1392,STG
qw,qwilum,whilom,133,1406,PTH
qw,qwylu(m),whilom,149,1425,BWK
qwh,qwhy±lowme,whilom,44,1447,ORK
qwh,qwhylome~,whilom,168,1392,STG
qwh,qwhylo(u)me,whilom,168,1392,STG
qwh,qwhilom~,whilom,111,1405,DNB
qwh,qwhilom~,whilom,111,1405,DNB
qwh,qwhilom,whilom,476,1381,XLC
quh,quhilom,whilom,36,1447,ELO
quh,quhilom,whilom,180,1400,ABD
quh,quhilum,whilom,227,1437,FIF
quh,quhilu(m),whilom,1697,1450,ABD
quh,quhary^t,where,341,1459,AGS
qwh,qwhary^t,where,1108,1453,AYR
qvv,qvvary^t,where,134,1460,WLO
qw,qwarey^t,where,193,1399,STG
qw,qwar(e)yat,where,71,1401,ELO
quh,quhar(e)y^t,where,1601,1434,ABD
quh,quhar(e)off,where,27,1491,XLC
quh,quhareu(er),where,1122,1454,AYR
qwh,qwhareu(er),where,1562,1477,PBL
quh,quharsumeu(er),where,161,1455,PTH
quh,quharsu(m)eu(er),where,385,1482,ABD
quh,quharsu(m)eu(er),where,271,1475,MLO
quh,quharsu(m)±eu(er),where,414,1480,XLC
quh,quharesu(m)eu(er),where,731,1481,ORK
quh,quharesumeu(er),where,838,1472,XST
quh,quharesumeu(er),where,189,1490,MLO
qhw,qhwarsu(m)eu(er),where,728,1475,AGS
quh,quharsaeu(er),where,863,1468,ELO
qu,quarfor,where,486,1479,WGT
qu,quarfor,where,419,1428,BWK
qu,quar(e)for,where,439,1461,BWK
qu,quar(e)for,where,756,1463,XST
qu,quar(e)for,where,1713,1453,ABD
qw,qwarfor,where,66,1390,BWK
quh,quharefor,where,761,1477,XST
quh,quharefore,where,475,1465,WLO
quh,quharefore,where,475,1465,WLO
quh,quharefore,where,411,1500,MLO
qwh,qwhar(e)fore,where,76,1442,BWK
quh,quharfor(e),where,182,1417,XLC
quh,quhar(e)for,where,786,1488,MLO
quh,quhar(e)for(e),where,1856,1495,FIF
quh,quharfor,where,744,1488,NRN
quh,quh()^rfor(e),where,1854,1495,FIF
qhu,qhuarefore,where,836,1449,FIF
quh,quhare,where,837,1473,BWK
quh,quhar(e),where,866,1469,XST
quh,quhar(e),where,866,1469,XST
quh,quhar(e),where,1603,1434,ABD
quh,quhethir,whether,441,1461,BWK
quh,quhethir,whether,441,1461,BWK
quh,quhethir(e),whether,1656,1446,ABD
quh,quhidd(er),whether,492,1495,AGS
quh,quhey(er),whether,88,1443,FIF
quh,quhey(er),whether,439,1461,BWK
quh,quhey(er),whether,440,1462,XST
quh,quhey(er),whether,229,1437,FIF
quh,quhey(er),whether,229,1437,FIF
quh,quhey(er),whether,230,1437,FIF
quh,quhey(er),whether,230,1437,FIF
quh,quhey(er),whether,3004,1458,ABD
quh,quhey(er),whether,1761,1458,ABD
quh,quhey(er),whether,1777,1460,ABD
quh,quhey(er),whether,9522,1484,XAP
quh,quhey(er),whether,9523,1484,XAP
quh,quhey(er),whether,9524,1484,XAP
quh,quhey(er),whether,9525,1484,XAP
quh,quhey(er),whether,9527,1487,XAP
quh,quhey(er),whether,9528,1487,XAP
quh,quhey(er)at,whether,475,1465,WLO
qwh,qwhey(er)sa,whether,168,1392,STG
qwh,qwhey(er)sa,whether,168,1392,STG
qwh,qwhey(er),whether,445,1458,BWK
qwh,qwhey(er),whether,960,1455,XST
qwh,qwhey(er),whether,850,1435,PBL
qwh,qwhey(er),whether,1081,1448,AYR
qwh,qwhey(er),whether,1081,1448,AYR
qwh,qwhey(er),whether,1093,1450,AYR
qw,qwed(er),whether,1509,1456,PBL
qw,qwethyr,whether,462,1428,XLC
qw,qwethyr,whether,462,1428,XLC
qw,qwethir(e)at,whether,81,1442,BWK
quh,quhethir(e),whether,1675,1447,ABD
